# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,
# Mon Oct 23 17:53:33 2023,,,,,,,,,,,,
#,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,
# COLUMN sy_snum:        Number of Stars,,,,,,,,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,,,,,,,,
# COLUMN discoverymethod: Discovery Method,,,,,,,,,,,,
# COLUMN disc_year:      Discovery Year,,,,,,,,,,,,
# COLUMN disc_facility:  Discovery Facility,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass],,,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,,,,,
#,,,,,,,,,,,,
pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_bmasse,st_teff,st_rad,st_mass,st_logg,sy_dist
HAT-P-12 b,1,1,Transit,2009,HATNet,0,66.39469,0,0,0.73,0,142.751
HAT-P-12 b,1,1,Transit,2009,HATNet,3.21305992,63.88383,4665,0.68,0.69,4.61,142.751
HAT-P-12 b,1,1,Transit,2009,HATNet,3.21305751,0,4650,0.7,0.73,4.61,142.751
HAT-P-12 b,1,1,Transit,2009,HATNet,0,0,4652.87,0.7,0.74,4.61,142.751
HAT-P-12 b,1,1,Transit,2009,HATNet,3.2130589,0,4650,0,0,4.61,142.751
HAT-P-12 b,1,1,Transit,2009,HATNet,3.2130598,67.059,4650,0.7,0.73,4.61,142.751
HAT-P-12 b,1,1,Transit,2009,HATNet,3.21305929,66.23577,4650,0.7,0.73,0,142.751
HAT-P-12 b,1,1,Transit,2009,HATNet,3.2130598,0,4650,0.7,0.73,4.61,142.751
HAT-P-12 b,1,1,Transit,2009,HATNet,3.21305786,0,0,0,0,0,142.751
HAT-P-12 b,1,1,Transit,2009,HATNet,3.21,66.7443,4652.87,0.7,0.74,4.61,142.751
HAT-P-13 b,1,2,Transit,2009,HATNet,2.9162382,287.95398,5653,0,0,4.13,246.81
HAT-P-13 b,1,2,Transit,2009,HATNet,2.9162368,0,0,0,0,0,246.81
HAT-P-13 b,1,2,Transit,2009,HATNet,2.91625,270.462,0,0,0,0,246.81
HAT-P-13 b,1,2,Transit,2009,HATNet,2.9162433,0,5653,0,0,4.13,246.81
HAT-P-13 b,1,2,Transit,2009,HATNet,2.9162383,280.64389,5653,1.56,1.22,0,246.81
HAT-P-13 b,1,2,Transit,2009,HATNet,2.9162431,0,5653,1.56,1.22,4.13,246.81
HAT-P-13 b,1,2,Transit,2009,HATNet,2.91640045,0,5720,1.83,0,3.92,246.81
HAT-P-13 b,1,2,Transit,2009,HATNet,2.91626,271.098,5653,1.56,1.22,4.13,246.81
HAT-P-13 b,1,2,Transit,2009,HATNet,2.9162381,285.72917,0,0,1.32,0,246.81
HAT-P-13 b,1,2,Transit,2009,HATNet,2.9162383,285.72917,0,1.76,1.32,0,246.81
HAT-P-13 c,1,2,Radial Velocity,2009,W. M. Keck Observatory,445.82,4643.4963,0,1.76,1.32,0,246.81
HAT-P-13 c,1,2,Radial Velocity,2009,W. M. Keck Observatory,445.82,4643.3,0,0,1.32,0,246.81
HAT-P-13 c,1,2,Radial Velocity,2009,W. M. Keck Observatory,428.5,4830.8,5653,1.56,1.22,4.13,246.81
HAT-P-13 c,1,2,Radial Velocity,2009,W. M. Keck Observatory,446.27,4538.421,0,0,0,0,246.81
HAT-P-14 b,2,1,Transit,2010,HATNet,4.627649,724.6524,6583,1.53,1.32,4.1,222.663
HAT-P-14 b,2,1,Transit,2010,HATNet,4.62767,1093.3352,6600,1.82,2.65,4.25,222.663
HAT-P-14 b,2,1,Transit,2010,HATNet,4.627682,731.96249,6600,1.47,1.39,0,222.663
HAT-P-14 b,2,1,Transit,2010,HATNet,4.627664,0,6727.6,1.55,0,4.22,222.663
HAT-P-14 b,2,1,Transit,2010,HATNet,4.627682,0,6600,0,0,4.25,222.663
HAT-P-14 b,2,1,Transit,2010,HATNet,4.62766172,0,0,0,0,0,222.663
HAT-P-14 b,2,1,Transit,2010,HATNet,4.627669,709.39656,0,1.47,1.39,0,222.663
HAT-P-14 b,2,1,Transit,2010,HATNet,0,736.09428,0,0,1.42,0,222.663
HAT-P-14 b,2,1,Transit,2010,HATNet,4.6276594,0,6727.61,1.55,1.43,4.22,222.663
HAT-P-14 b,2,1,Transit,2010,HATNet,4.627669,709.367,6600,1.47,1.39,4.25,222.663
HAT-P-14 b,2,1,Transit,2010,HATNet,4.6276623,0,6600,1.47,1.39,4.25,222.663
HAT-P-14 b,2,1,Transit,2010,HATNet,4.6276691,721.79193,6600,1.59,1.42,4.19,222.663
HAT-P-15 b,1,1,Transit,2010,HATNet,10.8635,616.5902,5568,1.07,1,4.38,192.516
HAT-P-15 b,1,1,Transit,2010,HATNet,0,649.32669,0,0,1.01,0,192.516
HAT-P-15 b,1,1,Transit,2010,HATNet,10.863502,619.45067,5568,1.08,1.01,0,192.516
HAT-P-15 b,1,1,Transit,2010,HATNet,10.86149107,0,5663.55,0.9,0,4.54,192.516
HAT-P-15 b,1,1,Transit,2010,HATNet,10.863502,0,0,0,0,0,192.516
HAT-P-15 b,1,1,Transit,2010,HATNet,10.863502,618.471,5568,1.08,1.01,4.38,192.516
HAT-P-16 b,3,1,Transit,2010,HATNet,2.7759712,1341.56043,6158,1.24,1.22,0,226.637
HAT-P-16 b,3,1,Transit,2010,HATNet,2.7759677,0,6158,1.24,1.22,4.34,226.637
HAT-P-16 b,3,1,Transit,2010,HATNet,2.77597024,1331.38987,6158,0,0,4.34,226.637
HAT-P-16 b,3,1,Transit,2010,HATNet,2.7759704,0,6158,0,0,4.34,226.637
HAT-P-16 b,3,1,Transit,2010,HATNet,2.77592252,0,6140,1.24,0,4.32,226.637
HAT-P-16 b,3,1,Transit,2010,HATNet,2.77596784,0,0,0,0,0,226.637
HAT-P-16 b,3,1,Transit,2010,HATNet,0,1341.2426,0,0,1.22,0,226.637
HAT-P-16 b,3,1,Transit,2010,HATNet,2.77596,1332.66119,6158,0,1.2,0,226.637
HAT-P-16 b,3,1,Transit,2010,HATNet,2.77596,1332.605,6158,1.24,1.22,4.34,226.637
HAT-P-17 b,1,2,Transit,2010,HATNet,10.338523,169.71,5246,0.84,0.86,4.52,92.3831
HAT-P-17 b,1,2,Transit,2010,HATNet,0,0,5336.96,0.84,0.92,4.55,92.3831
HAT-P-17 b,1,2,Transit,2010,HATNet,0,184.3414,0,0,0.86,0,92.3831
HAT-P-17 b,1,2,Transit,2010,HATNet,10.338523,170.67471,5246,0.84,0.86,0,92.3831
HAT-P-17 b,1,2,Transit,2010,HATNet,10.3385346,0,5246,0.84,0.86,4.52,92.3831
HAT-P-17 b,1,2,Transit,2010,HATNet,10.3385897,0,5336.96,0.84,0,4.55,92.3831
HAT-P-17 b,1,2,Transit,2010,HATNet,10.3385358,0,0,0,0,0,92.3831
HAT-P-17 b,1,2,Transit,2010,HATNet,10.33852,184.3414,5246,0.87,0.99,4.53,92.3831
HAT-P-17 c,1,2,Radial Velocity,2010,W. M. Keck Observatory,1610,416.34,5246,0.84,0.86,4.52,92.3831
HAT-P-17 c,1,2,Radial Velocity,2010,W. M. Keck Observatory,3972,915.3504,5246,0.84,0.86,0,92.3831
HAT-P-17 c,1,2,Radial Velocity,2010,W. M. Keck Observatory,5584,1080.6,5336.96,0.84,0.92,4.55,92.3831
HAT-P-18 b,1,1,Transit,2010,HATNet,5.508023,62.61,4803,0.75,0.77,4.57,161.4
HAT-P-18 b,1,1,Transit,2010,HATNet,5.50803,0,4803,0.75,0.77,4.57,161.4
HAT-P-18 b,1,1,Transit,2010,HATNet,5.5080287,0,0,0,0,0,161.4
HAT-P-18 b,1,1,Transit,2010,HATNet,5.50806822,0,4790,0.74,0,4.59,161.4
HAT-P-18 b,1,1,Transit,2010,HATNet,5.5080232,0,4803,0.75,0.77,4.57,161.4
HAT-P-18 b,1,1,Transit,2010,HATNet,0,58.16289,0,0,0.77,0,161.4
HAT-P-18 b,1,1,Transit,2010,HATNet,5.508023,63.566,4803,0.75,0.77,0,161.4
HAT-P-18 b,1,1,Transit,2010,HATNet,5.5080291,0,4790,0.74,0.77,4.59,161.4
HAT-P-18 b,1,1,Transit,2010,HATNet,5.507978,62.29468,4870,0.72,0.77,4.61,161.4
HAT-P-18 b,1,1,Transit,2010,HATNet,0,0,4790,0.74,0.77,4.59,161.4
HAT-P-18 b,1,1,Transit,2010,HATNet,0,0,0,0,0,0,161.4
HAT-P-19 b,1,1,Transit,2010,HATNet,4.008778,90.26372,4990,0.82,0.84,0,202.078
HAT-P-19 b,1,1,Transit,2010,HATNet,4.008778,92.802,4990,0.82,0.84,4.54,202.078
HAT-P-19 b,1,1,Transit,2010,HATNet,4.00878403,0,0,0,0,0,202.078
HAT-P-19 b,1,1,Transit,2010,HATNet,4.0087842,0,5007,0.8,0.83,4.56,202.078
HAT-P-19 b,1,1,Transit,2010,HATNet,4.0088245,0,5007,0.8,0,4.56,202.078
HAT-P-19 b,1,1,Transit,2010,HATNet,4.0087842,0,4990,0.82,0.84,4.54,202.078
HAT-P-2 b,1,2,Transit,2007,HATNet,5.6334729,2777.8342,6290,1.68,1.28,4.09,127.774
HAT-P-2 b,1,2,Transit,2007,HATNet,5.63341,2873.1832,6290,1.47,1.3,4.21,127.774
HAT-P-2 b,1,2,Transit,2007,HATNet,5.63341,2739.6946,0,1.42,1.3,0,127.774
HAT-P-2 b,1,2,Transit,2007,HATNet,5.6334729,2888.95,6290,1.64,1.36,4.16,127.774
HAT-P-2 b,1,2,Transit,2007,HATNet,5.63332,2771.4776,6290,1.51,1.31,4.2,127.774
HAT-P-2 b,1,2,Transit,2007,HATNet,5.63347,3632.7969,6412,1.71,1.93,4.16,127.774
HAT-P-2 b,1,2,Transit,2007,HATNet,5.6335158,2739.6946,6380,1.39,1.33,0,127.774
HAT-P-2 b,1,2,Transit,2007,HATNet,5.6,2828.6,6300,0,0,0,127.774
HAT-P-2 b,1,2,Transit,2007,HATNet,0,3175.1217,0,0,1.36,0,127.774
HAT-P-2 b,1,2,Transit,2007,HATNet,5.633472,0,0,0,0,0,127.774
HAT-P-2 b,1,2,Transit,2007,HATNet,5.6334675,0,0,0,0,0,127.774
HAT-P-2 b,1,2,Transit,2007,HATNet,5.6334754,2765.121,6290,1.64,1.36,0,127.774
HAT-P-2 b,1,2,Transit,2007,HATNet,5.6335152,0,6380,1.39,1.33,0,127.774
HAT-P-2 b,1,2,Transit,2007,HATNet,5.6334662,0,6412.8,1.7,0,4.09,127.774
HAT-P-2 b,1,2,Transit,2007,HATNet,5.63346961,0,0,0,0,0,127.774
HAT-P-2 b,1,2,Transit,2007,HATNet,5.63346964,2866.81223,0,0,1.33,0,127.774
HAT-P-2 c,1,2,Radial Velocity,2023,Multiple Observatories,8500,3400.76395,0,0,1.33,0,127.774
HAT-P-20 b,1,1,Transit,2010,HATNet,2.87532875,0,4604,0.68,0,4.64,71.0374
HAT-P-20 b,1,1,Transit,2010,HATNet,2.87531693,0,4595,0.69,0.76,4.63,71.0374
HAT-P-20 b,1,1,Transit,2010,HATNet,2.87531694,2294.7326,4595,0.68,0.74,4.52,71.0374
HAT-P-20 b,1,1,Transit,2010,HATNet,0,2301.0892,0,0,0.76,0,71.0374
HAT-P-20 b,1,1,Transit,2010,HATNet,2.875317,2302.899,4595,0.69,0.76,4.63,71.0374
HAT-P-20 b,1,1,Transit,2010,HATNet,2.87531738,0,0,0,0,0,71.0374
HAT-P-20 b,1,1,Transit,2010,HATNet,2.8753187,0,4604.03,0.68,0.73,4.64,71.0374
HAT-P-20 b,1,1,Transit,2010,HATNet,2.9,2320.1,4600,0,0,0,71.0374
HAT-P-20 b,1,1,Transit,2010,HATNet,2.8753186,2310.6241,4595,0.69,0.76,0,71.0374
HAT-P-21 b,1,1,Transit,2010,HATNet,4.124481,1261.7851,5588,1.1,0.95,0,277.278
HAT-P-21 b,1,1,Transit,2010,HATNet,4.1244799,0,5588,1.21,1.24,4.33,277.278
HAT-P-21 b,1,1,Transit,2010,HATNet,4.12448799,0,0,0,0,0,277.278
HAT-P-21 b,1,1,Transit,2010,HATNet,4.124481,1291.289,5588,1.1,0.95,4.33,277.278
HAT-P-21 b,1,1,Transit,2010,HATNet,4.1244833,0,5634,1.26,0,4.24,277.278
HAT-P-21 b,1,1,Transit,2010,HATNet,4.12448,1547.8321,5588,1.21,1.24,4.33,277.278
HAT-P-22 b,2,1,Transit,2010,HATNet,3.21222,785.0401,5302,1.11,1.13,4.36,81.7647
HAT-P-22 b,2,1,Transit,2010,HATNet,3.21223328,696.68336,5314,1.06,0.94,4.36,81.7647
HAT-P-22 b,2,1,Transit,2010,HATNet,3.21222,682.352,5302,1.04,0.92,4.36,81.7647
HAT-P-22 b,2,1,Transit,2010,HATNet,3.21223242,0,0,0,0,0,81.7647
HAT-P-22 b,2,1,Transit,2010,HATNet,3.212233,0,5302,1.04,0.92,4.36,81.7647
HAT-P-22 b,2,1,Transit,2010,HATNet,3.21222,690.32676,5302,1.04,0.92,0,81.7647
HAT-P-22 b,2,1,Transit,2010,HATNet,0,685.55931,0,0,0.92,0,81.7647
HAT-P-22 b,2,1,Transit,2010,HATNet,3.2122325,0,5357.7,1.04,0,4.37,81.7647
HAT-P-22 b,2,1,Transit,2010,HATNet,3.2122312,682.69884,5302,0,0,4.36,81.7647
HAT-P-23 b,1,1,Transit,2010,HATNet,1.21291385,0,5918.23,1.15,0,4.35,364.813
HAT-P-23 b,1,1,Transit,2010,HATNet,1.21288287,626.1251,5905,1.2,1.13,0,364.813
HAT-P-23 b,1,1,Transit,2010,HATNet,1.21288644,0,5905,1.2,1.13,4.33,364.813
HAT-P-23 b,1,1,Transit,2010,HATNet,1.2128864,0,0,0,0,0,364.813
HAT-P-23 b,1,1,Transit,2010,HATNet,1.2128867,0,5905,0,0,4.33,364.813
HAT-P-23 b,1,1,Transit,2010,HATNet,1.21288,425.8922,5905,0.96,0.58,4.33,364.813
HAT-P-23 b,1,1,Transit,2010,HATNet,1.212884,664.237,5905,1.2,1.13,4.33,364.813
HAT-P-23 b,1,1,Transit,2010,HATNet,1.212884,664.2647,5905,0,0,0,364.813
HAT-P-23 b,1,1,Transit,2010,HATNet,1.21288287,658,5885,1.09,1.1,4.41,364.813
HAT-P-23 b,1,1,Transit,2010,HATNet,0,0,5924,1.29,1.13,4.28,364.813
HAT-P-24 b,2,1,Transit,2010,HATNet,3.3552464,217.71355,6373,1.32,1.19,0,415.344
HAT-P-24 b,2,1,Transit,2010,HATNet,3.3552479,229.79109,6373,1.32,1.19,0,415.344
HAT-P-24 b,2,1,Transit,2010,HATNet,0,227.24845,0,0,1.19,0,415.344
HAT-P-24 b,2,1,Transit,2010,HATNet,0,0,0,0,0,0,415.344
HAT-P-24 b,2,1,Transit,2010,HATNet,3.3552499,0,6373,1.42,0,4.27,415.344
HAT-P-24 b,2,1,Transit,2010,HATNet,3.35524397,0,0,0,0,0,415.344
HAT-P-24 b,2,1,Transit,2010,HATNet,3.35524,217.704,6373,1.32,1.19,4.27,415.344
HAT-P-24 b,2,1,Transit,2010,HATNet,3.355246,0,6373,1.32,1.19,4.27,415.344
HAT-P-24 b,2,1,Transit,2010,HATNet,3.35524,238.3725,6373,1.38,1.37,4.27,415.344
HAT-P-25 b,1,1,Transit,2010,HATNet,3.65281532,0,0,0,0,0,300.384
HAT-P-25 b,1,1,Transit,2010,HATNet,3.652836,180.202,5500,0.96,1.01,4.48,300.384
HAT-P-25 b,1,1,Transit,2010,HATNet,3.65281591,0,5610,0.91,0.99,4.52,300.384
HAT-P-25 b,1,1,Transit,2010,HATNet,3.6528162,0,5500,0.96,1.01,4.48,300.384
HAT-P-25 b,1,1,Transit,2010,HATNet,3.652821,0,5610,0.91,0,4.52,300.384
HAT-P-25 b,1,1,Transit,2010,HATNet,3.652836,180.20961,5500,0.96,1.01,0,300.384
HAT-P-25 b,1,1,Transit,2010,HATNet,3.65281514,180.84527,5519,0.92,1.01,4.52,300.384
HAT-P-26 b,1,1,Transit,2010,HATNet,0,18.91089,0,0,0.82,0,141.837
HAT-P-26 b,1,1,Transit,2010,HATNet,4.23452,22.2481,5079,0.87,1.12,4.56,141.837
HAT-P-26 b,1,1,Transit,2010,HATNet,4.23421531,0,5061.9,0.86,0,4.5,141.837
HAT-P-26 b,1,1,Transit,2010,HATNet,4.234516,18.751,5079,0.79,0.82,4.56,141.837
HAT-P-26 b,1,1,Transit,2010,HATNet,4.2345026,0,0,0,0,0,141.837
HAT-P-26 b,1,1,Transit,2010,HATNet,4.2345002,0,5079,0.79,0.82,4.56,141.837
HAT-P-26 b,1,1,Transit,2010,HATNet,4.2345023,0,5061.9,0.86,0.85,4.5,141.837
HAT-P-27 b,2,1,Transit,2011,HATNet,3.0395778,0,5300,0.9,0.94,4.51,199.173
HAT-P-27 b,2,1,Transit,2011,HATNet,3.0395803,0,5316,0.86,0.92,4.53,199.173
HAT-P-27 b,2,1,Transit,2011,HATNet,3.0395824,195.78328,5190,0.87,0.92,0,199.173
HAT-P-27 b,2,1,Transit,2011,HATNet,3.03908507,0,5316,0.86,0,4.53,199.173
HAT-P-27 b,2,1,Transit,2011,HATNet,3.0395802,0,0,0,0,0,199.173
HAT-P-27 b,2,1,Transit,2011,HATNet,3.039577,197.05,5316,0.86,0.92,4.53,199.173
HAT-P-27 b,2,1,Transit,2011,HATNet,3.039586,209.759,5300,0.9,0.94,4.51,199.173
HAT-P-28 b,1,1,Transit,2011,HATNet,3.257215,202.45771,5680,1.1,1.02,0,401.319
HAT-P-28 b,1,1,Transit,2011,HATNet,3.2573898,0,5698.38,1.05,0,4.4,401.319
HAT-P-28 b,1,1,Transit,2011,HATNet,3.2572129,0,5680,1.1,1.02,4.36,401.319
HAT-P-28 b,1,1,Transit,2011,HATNet,3.257215,198.953,5680,1.1,1.02,4.36,401.319
HAT-P-29 b,2,1,Transit,2011,HATNet,5.72339,243.77561,6115,1.24,1.2,4.33,313.576
HAT-P-29 b,2,1,Transit,2011,HATNet,0,245.68259,0,0,1.21,0,313.576
HAT-P-29 b,2,1,Transit,2011,HATNet,5.7233773,0,6086,1.23,1.14,4.32,313.576
HAT-P-29 b,2,1,Transit,2011,HATNet,5.72319,279.6904,6087,1.3,1.45,4.34,313.576
HAT-P-29 b,2,1,Transit,2011,HATNet,5.72385819,0,6086,1.23,0,4.32,313.576
HAT-P-29 b,2,1,Transit,2011,HATNet,5.72339,214.85308,6087,1.22,1.21,0,313.576
HAT-P-29 b,2,1,Transit,2011,HATNet,5.7233724,0,0,0,0,0,313.576
HAT-P-29 b,2,1,Transit,2011,HATNet,5.723186,247.261,6087,1.22,1.21,4.34,313.576
HAT-P-29 b,2,1,Transit,2011,HATNet,5.723371,0,6087,1.22,1.21,4.34,313.576
HAT-P-3 b,2,1,Transit,2007,HATNet,2.89973838,189.10885,5190,0.85,0.93,4.54,134.554
HAT-P-3 b,2,1,Transit,2007,HATNet,2.8997379,0,0,0,0,0,134.554
HAT-P-3 b,2,1,Transit,2007,HATNet,2.899736,193.55847,5185,0.83,0.93,0,134.554
HAT-P-3 b,2,1,Transit,2007,HATNet,2.8997405,0,5224,0.82,0,4.56,134.554
HAT-P-3 b,2,1,Transit,2007,HATNet,2.899703,190.38017,5185,0.82,0.94,4.61,134.554
HAT-P-3 b,2,1,Transit,2007,HATNet,2.899736,185.61272,5185,0.87,0.9,4.51,134.554
HAT-P-3 b,2,1,Transit,2007,HATNet,2.899738,190.38017,0,0.83,0,0,134.554
HAT-P-3 b,2,1,Transit,2007,HATNet,2.899736,187.83753,5084,0.8,0.92,0,134.554
HAT-P-3 b,2,1,Transit,2007,HATNet,2.8997,206.5895,5185,0.87,1.06,4.56,134.554
HAT-P-3 b,2,1,Transit,2007,HATNet,2.899737,0,5185,0,0,4.61,134.554
HAT-P-3 b,2,1,Transit,2007,HATNet,2.899703,189.42668,5185,0.83,0.93,4.56,134.554
HAT-P-3 b,2,1,Transit,2007,HATNet,2.89973826,0,5185,0.83,0.93,4.56,134.554
HAT-P-3 b,2,1,Transit,2007,HATNet,2.899736,187.83,5185,0.8,0.92,4.59,134.554
HAT-P-30 b,2,1,Transit,2011,HATNet,2.8106084,232.96939,0,1.33,0,4.28,213.985
HAT-P-30 b,2,1,Transit,2011,HATNet,2.810595,225.968,6304,1.22,1.24,4.36,213.985
HAT-P-30 b,2,1,Transit,2011,HATNet,2.810595,237.10118,6304,1.22,1.24,0,213.985
HAT-P-30 b,2,1,Transit,2011,HATNet,2.8106016,0,6304,1.22,1.24,4.36,213.985
HAT-P-30 b,2,1,Transit,2011,HATNet,2.81060126,0,0,0,0,0,213.985
HAT-P-30 b,2,1,Transit,2011,HATNet,2.8106,263.7989,6304,1.31,1.55,4.36,213.985
HAT-P-30 b,2,1,Transit,2011,HATNet,0,230.74458,0,0,1.24,0,213.985
HAT-P-30 b,2,1,Transit,2011,HATNet,2.8106006,0,6304,1.34,0,4.36,213.985
HAT-P-31 b,1,1,Transit,2011,HATNet,5.005425,682.38101,6070,1.36,1.22,0,344.05
HAT-P-31 b,1,1,Transit,2011,HATNet,5.005425,689.98,6065,1.36,1.22,0,344.05
HAT-P-31 b,1,1,Transit,2011,HATNet,5.00542,721.4741,6065,1.39,1.31,4.26,344.05
HAT-P-31 b,1,1,Transit,2011,HATNet,5.005419,0,6065,1.39,1.31,4.26,344.05
HAT-P-31 b,1,1,Transit,2011,HATNet,5.0052605,0,6115,1.47,0,4.17,344.05
HAT-P-31 b,1,1,Transit,2011,HATNet,5.0052704,0,0,0,0,0,344.05
HAT-P-31 b,1,1,Transit,2011,HATNet,0,707.80741,0,0,1.22,0,344.05
HAT-P-31 b,1,1,Transit,2011,HATNet,5.0052724,0,6115,1.47,1.15,4.17,344.05
HAT-P-32 b,2,1,Transit,2011,HATNet,2.15000805,0,6269,1.22,0,0,289.205
HAT-P-32 b,2,1,Transit,2011,HATNet,2.14999072,0,6340,1.26,0,4.33,289.205
HAT-P-32 b,2,1,Transit,2011,HATNet,0,0,0,0,0,0,289.205
HAT-P-32 b,2,1,Transit,2011,HATNet,2.1500082,216.1244,6001,1.37,1.13,4.22,289.205
HAT-P-32 b,2,1,Transit,2011,HATNet,2.1500079,0,0,0,0,0,289.205
HAT-P-32 b,2,1,Transit,2011,HATNet,0,251.0857,0,0,1.16,0,289.205
HAT-P-32 b,2,1,Transit,2011,HATNet,2.15000825,0,6207,1.22,1.16,0,289.205
HAT-P-32 b,2,1,Transit,2011,HATNet,2.15000825,238.3725,6207,1.22,1.16,0,289.205
HAT-P-32 b,2,1,Transit,2011,HATNet,2.15001,263.7989,6207,1.19,1.09,4.33,289.205
HAT-P-32 b,2,1,Transit,2011,HATNet,2.1500085,273.3338,0,1.22,1.16,0,289.205
HAT-P-32 b,2,1,Transit,2011,HATNet,2.150008,0,6269,0,0,4.33,289.205
HAT-P-32 b,2,1,Transit,2011,HATNet,2.150008,273.322,6207,1.22,1.16,0,289.205
HAT-P-33 b,2,1,Transit,2011,HATNet,3.474474,242.176,6446,1.64,1.38,0,396.11
HAT-P-33 b,2,1,Transit,2011,HATNet,3.4744767,0,6446,1.64,1.38,0,396.11
HAT-P-33 b,2,1,Transit,2011,HATNet,3.474474,209.7678,6446,1.64,1.38,0,396.11
HAT-P-33 b,2,1,Transit,2011,HATNet,0,206.5895,0,0,1.38,0,396.11
HAT-P-33 b,2,1,Transit,2011,HATNet,3.47447613,0,0,0,0,0,396.11
HAT-P-33 b,2,1,Transit,2011,HATNet,3.4744763,0,6642.3,1.67,0,4.14,396.11
HAT-P-33 b,2,1,Transit,2011,HATNet,3.47447,292.4036,6446,1.79,1.82,4.15,396.11
HAT-P-34 b,1,1,Transit,2011,HATNet,5.45265,2227.9883,6442,1.73,4.26,4.21,249.325
HAT-P-34 b,1,1,Transit,2011,HATNet,5.452647,0,6509,1.57,1.34,4.17,249.325
HAT-P-34 b,1,1,Transit,2011,HATNet,0,0,6509,1.45,1.36,4.24,249.325
HAT-P-34 b,1,1,Transit,2011,HATNet,5.4526479,0,6509,1.57,0,4.17,249.325
HAT-P-34 b,1,1,Transit,2011,HATNet,5.452654,1057.694,6442,1.53,1.39,0,249.325
HAT-P-34 b,1,1,Transit,2011,HATNet,5.4526576,0,0,0,0,0,249.325
HAT-P-34 b,1,1,Transit,2011,HATNet,5.452654,0,6442,1.53,1.39,0,249.325
HAT-P-34 b,1,1,Transit,2011,HATNet,5.452654,1058.3739,6442,1.53,1.39,0,249.325
HAT-P-34 b,1,1,Transit,2011,HATNet,0,0,0,0,0,0,249.325
HAT-P-34 b,1,1,Transit,2011,HATNet,0,1249.0719,0,0,1.39,0,249.325
HAT-P-35 b,3,1,Transit,2011,HATNet,3.64671,2390.0816,6096,3.82,23.56,4.21,506.965
HAT-P-35 b,3,1,Transit,2011,HATNet,3.64666121,0,6096,1.36,0,4.22,506.965
HAT-P-35 b,3,1,Transit,2011,HATNet,3.646706,334.979,6096,1.44,1.24,0,506.965
HAT-P-35 b,3,1,Transit,2011,HATNet,3.6466594,0,0,0,0,0,506.965
HAT-P-35 b,3,1,Transit,2011,HATNet,3.6466566,0,6178,1.36,1.18,4.24,506.965
HAT-P-35 b,3,1,Transit,2011,HATNet,3.646706,335.62848,6096,1.44,1.24,0,506.965
HAT-P-36 b,1,1,Transit,2011,HATNet,1.32735,486.2799,5560,1,0.78,4.37,294.419
HAT-P-36 b,1,1,Transit,2011,HATNet,1.3273466,611.82275,5560,1.11,1.05,4.37,294.419
HAT-P-36 b,1,1,Transit,2011,HATNet,1.32734682,0,5560,1.1,1.02,0,294.419
HAT-P-36 b,1,1,Transit,2011,HATNet,1.32734683,588.62116,5620,1.04,1.03,4.42,294.419
HAT-P-36 b,1,1,Transit,2011,HATNet,1.32734686,0,0,0,0,0,294.419
HAT-P-36 b,1,1,Transit,2011,HATNet,1.3273468,0,5620,1.04,1.03,0,294.419
HAT-P-36 b,1,1,Transit,2011,HATNet,1.32734683,587.41341,5620,1.04,1.03,0,294.419
HAT-P-36 b,1,1,Transit,2011,HATNet,1.327347,582.24,5560,1.1,1.02,0,294.419
HAT-P-36 b,1,1,Transit,2011,HATNet,1.3273482,0,5555.05,1.07,0,4.37,294.419
HAT-P-36 b,1,1,Transit,2011,HATNet,1.327347,587.9855,5560,1.1,1.02,0,294.419
HAT-P-37 b,1,1,Transit,2011,HATNet,2.7974471,378.2177,0,0.89,0,4.51,390.594
HAT-P-37 b,1,1,Transit,2011,HATNet,2.797436,381.396,5500,0.88,0.93,0,390.594
HAT-P-37 b,1,1,Transit,2011,HATNet,2.7974414,0,0,0,0,0,390.594
HAT-P-37 b,1,1,Transit,2011,HATNet,2.797436,371.528,5500,0.88,0.93,0,390.594
HAT-P-37 b,1,1,Transit,2011,HATNet,2.79747574,0,5477,0.87,0,4.54,390.594
HAT-P-37 b,1,1,Transit,2011,HATNet,2.7974424,0,5500,0.88,0.93,0,390.594
HAT-P-38 b,1,1,Transit,2012,HATNet,4.6403293,0,5191,1.01,0.88,4.37,255.206
HAT-P-38 b,1,1,Transit,2012,HATNet,4.64012692,0,5191,1.01,0,4.37,255.206
HAT-P-38 b,1,1,Transit,2012,HATNet,4.6403288,0,5330,0.92,0.89,0,255.206
